Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FBgn0261811,11686.65618,-0.990676976,0.075728955,-13.0818784,4.18E-39,1.06E-38
FBgn0266363,628.0955894,9.594333137,0.433395924,22.13757121,1.37E-108,8.82E-108
FBgn0031975,2927.041703,1.05762895,0.080416104,13.15195462,1.66E-39,4.23E-39
FBgn0032879,463.637234,2.273426174,0.112600382,20.19021723,1.19E-90,6.07E-90
FBgn0044050,232.5491689,-0.503691515,0.129780142,-3.881113906,0.000103979,0.000138265
FBgn0024889,11993.47235,0.639446551,0.034089503,18.75787266,1.67E-78,7.26E-78
FBgn0266788,151.7084509,10.75507036,0.522945321,20.56633823,5.50E-94,2.92E-93
FBgn0039860,1373.973186,-0.536583988,0.063688001,-8.425197481,3.60E-17,6.43E-17
FBgn0024887,2612.64971,-0.150266822,0.054639916,-2.75012908,0.005957179,0.007412455
FBgn0024330,2278.824729,-0.494343595,0.057568078,-8.587113117,8.92E-18,1.61E-17
FBgn0263766,965.2938206,-0.048092971,0.053744663,-0.894841799,0.370871663,0.405496465
FBgn0263767,2546.170114,11.54569399,0.555309342,20.79146365,5.17E-96,2.81E-95
FBgn0263764,129.5775426,2.546368652,0.264216671,9.637426147,5.56E-22,1.08E-21
FBgn0035607,328.7843294,-0.819733568,0.19203859,-4.268587715,1.97E-05,2.68E-05
FBgn0263762,8678.699126,0.561319635,0.140260271,4.001985943,6.28E-05,8.42E-05
FBgn0035601,26291.50954,-0.963910396,0.049342147,-19.53523406,5.51E-85,2.60E-84
FBgn0263760,4.522465063,3.131387508,0.680873159,4.599076149,4.24E-06,5.90E-06
FBgn0263761,69.50935003,4.12803598,0.299053203,13.80368424,2.42E-43,6.51E-43
FBgn0035608,1458.900654,0.271528445,0.155947116,1.741157203,0.081656027,0.095075062
FBgn0263768,946.1858358,-0.333904616,0.092456689,-3.611470634,0.000304466,0.000398465
FBgn0263769,3.78661028,0.031437146,0.441779078,0.071160333,0.943270151,0.956618829
FBgn0039861,2969.389592,-0.619483267,0.051026401,-12.14044612,6.45E-34,1.51E-33
FBgn0030314,3268.181681,-0.559796743,0.042158935,-13.27824666,3.10E-40,7.96E-40
FBgn0033663,55687.77814,-1.08711543,0.04397664,-24.72029308,6.47E-135,5.54E-134
FBgn0267242,642.3234559,0.918266795,0.109599237,8.378405035,5.36E-17,9.54E-17
FBgn0034471,1128.691275,1.797864202,0.192930288,9.3187245,1.18E-20,2.24E-20
FBgn0266365,4575.173849,8.982771621,0.240772635,37.30810867,1.21E-304,4.05E-303
FBgn0003720,66.62019558,-4.4880008,0.350703083,-12.79715241,1.70E-37,4.20E-37
FBgn0003721,63808.82242,-1.296049589,0.070277806,-18.44180491,6.07E-76,2.56E-75
FBgn0085360,1627.90382,1.135684881,0.116299512,9.765173236,1.59E-22,3.12E-22
FBgn0041706,167.5372011,0.194995476,0.126516101,1.541270041,0.123251077,0.141452372
FBgn0052100,2275.18059,-1.524354693,0.063039558,-24.18092302,3.53E-129,2.81E-128
FBgn0052102,1.325453669,-4.01571878,1.502833816,-2.672097698,0.00753787,0.009334787
FBgn0052103,18192.80314,0.698487993,0.068449371,10.20444714,1.89E-24,3.84E-24
FBgn0052104,1731.120589,-0.508354879,0.05167389,-9.837751315,7.74E-23,1.53E-22
FBgn0052105,129.5290197,-1.054381299,0.142742231,-7.386610747,1.51E-13,2.51E-13
FBgn0052106,1977.341115,3.454453512,0.248851792,13.88156975,8.19E-44,2.21E-43
FBgn0052107,356.9124914,0.399472563,0.157658122,2.533789932,0.011283635,0.013839212
FBgn0025681,10138.93089,-0.111555988,0.037383307,-2.984112356,0.002844023,0.003583928
FBgn0025680,8718.226758,4.269695177,0.233671798,18.27218868,1.38E-74,5.70E-74
FBgn0025683,55917.38305,0.952605523,0.051309665,18.56581073,6.08E-77,2.59E-76
FBgn0053728,0.87209027,0.933859636,0.589132305,1.585144167,0.112933583,0.130055099
FBgn0085361,38.27205912,0.641876835,0.205429211,3.124564567,0.001780684,0.002262702
FBgn0025684,3956.533145,-1.177409778,0.075320117,-15.63207588,4.40E-55,1.40E-54
FBgn0025687,4915.441642,-1.369734645,0.1501326,-9.1234991,7.27E-20,1.36E-19
FBgn0025686,920.5467873,-1.251490739,0.158428557,-7.899401224,2.80E-15,4.83E-15
FBgn0034346,4118.483675,-0.783870208,0.061394623,-12.76773393,2.48E-37,6.12E-37
FBgn0040658,1055.634655,-0.002435354,0.072166217,-0.033746457,0.973079333,0.97963413
FBgn0014022,1552.995935,-0.370064201,0.095446725,-3.877180723,0.000105674,0.000140497
FBgn0262544,290.2580976,1.320134934,0.13578409,9.722309393,2.42E-22,4.74E-22
FBgn0262547,8089.252841,11.84899823,0.351028079,33.75512946,8.99E-250,2.10E-248
FBgn0262546,290.2213101,2.116009948,0.157439708,13.44012878,3.52E-41,9.19E-41
FBgn0262541,42.584421,4.56736623,0.413790401,11.03787381,2.51E-28,5.43E-28
FBgn0262540,88.02302227,6.806647109,0.447203638,15.22046454,2.59E-52,7.84E-52
FBgn0262543,48.57920631,4.079509224,0.246612408,16.54218964,1.82E-61,6.30E-61
FBgn0262542,0.550950334,2.591108799,0.863453882,3.000865309,0.002692136,0.003395708
FBgn0039864,727.8602733,-0.112258021,0.087257771,-1.286510292,0.198265029,0.223092812
FBgn0036937,99.66401434,3.195886458,0.19378442,16.49196806,4.19E-61,1.44E-60
FBgn0026015,5828.507851,-0.69361758,0.046109325,-15.0428916,3.84E-51,1.15E-50
FBgn0043470,4625.099891,5.509356052,0.265846751,20.72380433,2.11E-95,1.14E-94
FBgn0043471,4921.38732,2.86204887,0.165971377,17.24423166,1.24E-66,4.57E-66
FBgn0010173,14314.55073,-0.40415247,0.04871889,-8.29560097,1.08E-16,1.91E-16
FBgn0266366,41.4344201,8.881397817,0.570618537,15.56450981,1.27E-54,3.98E-54
FBgn0260468,1303.780058,0.354578278,0.123992267,2.859680584,0.004240679,0.005311404
FBgn0265001,19.14085357,-0.014734449,0.241847051,-0.060924659,0.951419211,0.963597818
FBgn0265000,92.53711919,7.636214357,0.517956967,14.74295133,3.42E-49,9.92E-49
FBgn0265003,8515.443909,0.005820578,0.04783815,0.121672302,0.90315855,0.923761723
FBgn0265002,581.5102401,1.417987679,0.088197591,16.07739692,3.67E-58,1.21E-57
FBgn0041709,3058.842432,1.363704048,0.510959217,2.668909772,0.007609789,0.009421182
FBgn0035205,10441.9792,-0.456730162,0.046120546,-9.902965244,4.04E-23,8.02E-23
FBgn0003187,7381.608251,2.934298381,0.064305088,45.63088955,0,0
FBgn0003189,10233.70108,-0.508793185,0.072014365,-7.065162386,1.60E-12,2.62E-12
FBgn0283548,6.258603756,0.672928763,0.187925866,3.580820345,0.000342517,0.000447427
FBgn0037978,3002.115416,-1.876202836,0.045540885,-41.19820732,0,0
FBgn0037979,4385.348086,-0.031228116,0.0428999,-0.727929798,0.466656562,0.50351454
FBgn0051573,0.0248899,-0.015842054,3.999944614,-0.003960568,0.996839932,0.997239723
FBgn0267312,9.075884195,2.338535184,0.519595538,4.500683726,6.77E-06,9.36E-06
FBgn0037970,1099.164681,4.788639147,0.158007563,30.30639209,9.44E-202,1.49E-200
FBgn0037972,615.7679714,-3.51111619,0.118999921,-29.50519768,2.47E-191,3.60E-190
FBgn0037973,9034.492559,0.952554484,0.1425075,6.68424105,2.32E-11,3.69E-11
FBgn0037974,3311.6294,-2.031814782,0.147248605,-13.7985333,2.60E-43,6.99E-43
FBgn0037975,9293.528078,-4.332605217,0.111586109,-38.82746024,0,0
FBgn0037976,1866.088036,2.376996779,0.061185763,38.84885408,0,0
FBgn0030313,2029.225856,1.941670729,0.151202184,12.84155216,9.59E-38,2.38E-37
FBgn0000578,6035.432605,-1.877391374,0.049010661,-38.30577524,0,0
FBgn0000579,72783.1607,-0.049472855,0.413579017,-0.11962129,0.904783154,0.925206914
FBgn0039296,2128.04661,-0.203930237,0.076589152,-2.662651738,0.007752761,0.00959411
FBgn0051901,5510.323554,-2.397092856,0.119264416,-20.09897793,7.53E-90,3.78E-89
FBgn0000576,366.004167,-3.072067327,0.130906389,-23.46766538,8.73E-122,6.39E-121
FBgn0000577,569.6344116,-2.224502451,0.116114768,-19.15779101,8.33E-82,3.76E-81
FBgn0000575,9541.244783,-1.646519301,0.045296195,-36.35005771,2.62E-289,8.00E-288
FBgn0259738,188.6557015,3.505331583,0.15019668,23.33827601,1.81E-120,1.31E-119
FBgn0259739,7663.17376,3.333178365,0.191591375,17.39732992,8.64E-68,3.25E-67
FBgn0038903,988.455621,0.051813691,0.083873885,0.617757132,0.536735445,0.574238619
FBgn0051579,0.049007639,0.164491941,3.999944614,0.041123555,0.967197397,0.97427601
FBgn0259730,0.8499171,0.787220705,0.741674738,1.061409623,0.288503785,0.319552619
FBgn0259731,0.960315836,0.716423914,0.665994107,1.075721102,0.282052007,0.312723441
FBgn0259732,3050.170326,-2.011353895,0.167319843,-12.02101236,2.76E-33,6.40E-33
FBgn0051902,258.8432485,9.182256578,0.444257492,20.66877149,6.62E-95,3.56E-94
FBgn0259734,10505.86652,0.10711053,0.077193786,1.387553797,0.165272959,0.187538154
FBgn0259735,12560.58346,-0.456158114,0.050086214,-9.107458417,8.43E-20,1.58E-19
FBgn0259736,12619.81104,1.313195957,0.064030023,20.50906568,1.79E-93,9.43E-93
FBgn0259737,188.5311264,3.761082728,0.194543615,19.33285102,2.84E-83,1.31E-82
FBgn0039600,10623.22852,-0.338380804,0.035942211,-9.414579461,4.75E-21,9.07E-21
FBgn0039601,3424.491032,-0.601439319,0.031687016,-18.98062339,2.47E-80,1.09E-79
FBgn0039602,1798.667593,-0.49343549,0.048842013,-10.10268544,5.37E-24,1.08E-23
FBgn0039609,329.4374688,0.396142999,0.140606168,2.817394184,0.004841507,0.00604661
FBgn0259728,622.9273938,-1.062514479,0.082831456,-12.82742734,1.15E-37,2.85E-37
